,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
291,Japan,2016,1.124981308,5003680000000.0,28.62994765,0.419944376,127076000.0,69.88705731,104.527886,,31.31024685,5629046471213.439,143255096457352.0,349692470920900.8,523024092620480.0,,156666455958408.0,39375.4918316598,12.57050167269227
292,Japan,2017,1.128440549,4930840000000.0,28.88242601,-0.074349504,126972000.0,69.53577557,117.1896145,,34.42321357,5564159796631.16,142414621467148.4,342869783611578.8,577843238761180.0,,169735358399498.8,38834.07365403396,-1.4557285837623501
293,Japan,2018,1.044248236,5040880000000.0,29.01400769,-0.000237506,126811000.0,69.40312786,125.0591989,,36.6099318,5263930047887.681,146256131084367.2,349852839166916.8,630408414551032.0,,184546273011984.0,39751.12569098895,2.2316684378320906
294,Japan,2019,1.038947445,5117990000000.0,28.80408481,0.634803166,126633000.0,69.62767166,99.60146898,,35.21641811,5317322634035.55,147419018016731.9,356353727279163.44,509759322224950.25,,180237275722798.9,40415.92633831624,1.5296932281665176
295,Japan,2020,1.066384259,5054070000000.0,29.05680761,0.933912187,126261000.0,69.4747112,125.3884832,,31.33520864,5389580691884.13,146855139637472.7,351130053634584.0,633722171286624.0,,158370337931164.8,40028.74997029962,-1.2489278017346672
296,Japan,2021,1.010417701,5039150000000.0,29.21919409,-0.203835822,125681593.0,69.01856425,125.8779936,,36.73844623,5091646357994.149,147239901898623.5,347794898040387.5,634318091449440.0,,185130541319904.5,40094.57454919433,-0.2952076247459967
297,Japan,2022,0.9218813,4262460000000.0,27.71743746,0.399048969,125124989.0,70.35871159,137.4352578,,46.81298684,3929482165998.0,118144468475751.6,299901193803911.4,585812288962188.0,,199538483886026.4,34065.61738039394,-15.413115307145054
298,Japan,2023,0.937452749,4213170000000.0,28.6021836,4.068198489,124516650.0,69.77279581,151.2048768,,45.15087956,3949647798504.33,120505861878012.0,293964650122817.75,637051850787456.0,,190228331235805.2,33836.19780969051,-1.1563744879717341
299,Japan,2024,,4026210000000.0,,2.873809937,123975371.0,,183.4125372,,,,,,738457391400012.0,,,32475.885875751886,-4.437513796025316
300,"Korea, Rep.",2000,3.857792038,576179000000.0,34.75531678,1.021765005,47008111.0,51.61843819,85.97425393,14.26177808,66.09516011,2222778758662.802,20025283666983.62,29741460097876.008,49536559655133.47,8217337032356.319,38082643257019.69,12257.012412177124,-85.68929588868937
301,"Korea, Rep.",2001,3.565819021,547656000000.0,33.2209652,3.478499147,47370164.0,53.08394528,68.29355633,13.54878842,62.22379722,1952842181764.776,18193660917571.2,29071741136263.68,37401375885462.484,7420075270943.52,34077235890316.32,11561.2012658432,-4.95037132557764
302,"Korea, Rep.",2002,3.206802038,627247000000.0,32.81274988,3.033139646,47644736.0,53.60723336,92.62369232,13.24866679,58.3530394,2011456957929.3862,20581698923980.36,33624976303359.92,58097933136643.04,8310186498027.13,36601768904531.8,13165.085015897665,14.533028032195382
303,"Korea, Rep.",2003,2.964597278,702715000000.0,33.11125973,3.449993463,47892330.0,53.87127477,65.06390275,13.69345757,61.17460128,2083266976209.7698,23267778881166.95,37856152850000.55,45721380420966.25,9622598036302.549,42988309938475.195,14672.808777522414,12.031623905734111
304,"Korea, Rep.",2004,2.958018544,793176000000.0,34.73483971,3.127880288,48082519.0,53.09698216,66.29344691,12.96682783,70.01571487,2346229316655.744,27550841221818.96,42115251921740.164,52582371046286.16,10284976630888.08,55534784657727.12,16496.14072840069,12.87307087510583
305,"Korea, Rep.",2005,2.619975731,934901000000.0,34.15033175,1.041401492,48184561.0,53.87891643,128.3256033,13.31307044,68.32481102,2449417930887.631,31927179303406.75,50371452849323.43,119971734850773.31,12446402867426.441,63876934147409.016,19402.50114554328,17.868039375876222
306,"Korea, Rep.",2006,2.497470419,1053220000000.0,33.517273,-0.223195612,48438292.0,54.69918253,127.1601137,13.72753521,70.65187353,2630385794699.1797,35301062269060.0,57610273024246.6,133927574951114.0,14458114633876.2,74411966239266.61,21743.541246252036,12.655778526282457
307,"Korea, Rep.",2007,2.283409085,1172610000000.0,33.45375008,2.419195944,48683638.0,55.07869334,163.5564379,14.8173827,73.87452529,2677548327161.85,39228201881308.8,64585826597417.4,191787914645919.0,17375011127847.0,86626007100306.89,24086.326498442864,11.335713336245036
308,"Korea, Rep.",2008,2.142249743,1047340000000.0,32.51021797,2.826302301,49054708.0,56.18724044,113.3560641,14.49519999,95.51635243,2243663845833.6196,34049251688699.8,58847144402429.59,118722340174494.0,15181402757526.6,100038096554036.2,21350.448156780385,-10.683006285124641
309,"Korea, Rep.",2009,2.240556812,943942000000.0,32.90536001,3.608644126,49307835.0,55.99857203,178.5553139,13.65096445,86.13361937,2114955678232.9038,31060751338559.42,52859404079142.26,168545860113393.78,12885718684861.9,81305140935356.55,19143.854115679587,-9.872438749594215
310,"Korea, Rep.",2010,2.144016322,1143670000000.0,34.11677597,2.737496837,49554112.0,54.69835731,142.5018,13.43693029,91.3995965,2452047146981.74,39018333173609.9,62556870304727.695,162975033606000.0,15367414064764.299,104530976529155.0,23079.214899461826,21.15892713747243
311,"Korea, Rep.",2011,2.209199955,1253290000000.0,34.45096726,1.281863806,49936638.0,54.64985026,154.3462458,13.85096763,105.5663136,2768768211601.9497,43177052757285.4,68492110832355.4,193440606398682.0,17359279221002.7,132305205171744.0,25097.604688565538,9.584932716605321
312,"Korea, Rep.",2012,2.186185041,1278050000000.0,34.13469264,1.25180817,50199853.0,55.07320475,123.991913,14.0775915,105.4583277,2794053791650.05,43625843928552.0,70386309330737.5,158467864409650.0,17991865816575.0,134781015716985.0,25459.23789856516,1.975600220220386
313,"Korea, Rep.",2013,2.099047114,1370630000000.0,34.44782919,1.018543805,50428893.0,55.21360303,97.0246385,13.63062344,97.95210495,2877016945861.8203,47215228122689.7,75677420721008.9,132984880267255.0,18682541405567.2,134256093607618.52,27179.458410875686,7.243848049763302
314,"Korea, Rep.",2014,2.05667705,1484490000000.0,34.09167237,0.906896751,50746659.0,55.64499447,86.47419952,13.24116166,90.6144419,3053116513954.4995,50608746716541.3,82604437840770.3,128370084445444.8,19656372072653.4,134516232856131.0,29252.960278626422,8.307128838563283
315,"Korea, Rep.",2015,2.003907793,1466040000000.0,34.14993567,3.185595967,51014947.0,55.57650557,125.7627635,13.15814434,79.13249439,2937808980849.72,50065171689646.8,81477380225842.8,184373241801540.0,19290365928213.6,116011402075515.61,28737.460023235933,-1.2428510801689496
316,"Korea, Rep.",2016,1.859034883,1499680000000.0,34.29779968,1.986038505,51217803.0,55.35863931,106.7461414,13.98195298,73.60380947,2787957433337.44,51435724224102.4,83020244200420.8,160085053334752.0,20968455245046.402,110382160985969.61,29280.443755074775,2.294616790810622
317,"Korea, Rep.",2017,1.850756295,1623070000000.0,34.76630854,2.222781382,51361911.0,54.84779034,123.9582364,14.49381853,77.12091781,3003907019725.65,56428152402017.8,89021803067143.81,201192894753748.0,23524482041487.1,125172648069876.69,31600.654422690775,8.227755254454294
318,"Korea, Rep.",2018,1.746403394,1725370000000.0,34.04580231,0.482948983,51585058.0,55.69169325,142.3309303,15.53638373,78.98886551,3013192023905.7803,58741605931604.695,96088776782752.5,245573517211711.0,26806010396230.1,136285018884988.69,33447.08849605248,6.3028704861774365
319,"Korea, Rep.",2019,1.667930979,1651420000000.0,32.67914892,-0.839325308,51764822.0,57.24215056,116.7374336,15.19956653,75.75713897,2754454577340.18,53967000109466.41,94530832277795.2,192782532595712.0,25100868158972.6,125106854437837.4,31902.360255387335,-4.2860371978184375
320,"Korea, Rep.",2020,1.765720481,1644310000000.0,32.5381602,1.563746857,51836239.0,57.00752121,315.6755217,14.86125767,69.03404509,2903391844113.11,53502822198462.0,93738037200815.1,519068417086527.0,24436514599357.7,113513370681937.9,31721.24428240251,-0.4305385668091688
321,"Korea, Rep.",2021,1.855664255,1818430000000.0,32.4320155,2.762931941,51769539.0,56.82189945,307.958384,16.73473394,80.19945693,3374395551219.65,58975349945665.0,103326646616863.5,560000764217120.06,30430942238514.203,145837098465219.9,35125.481801180424,10.589244120634177
322,"Korea, Rep.",2022,1.641647168,1673920000000.0,31.72630126,1.275522574,51672569.0,58.03401549,182.1616424,18.44457967,96.53640929,2747986027458.56,53107290205139.2,97144299209020.8,304924016446208.0,30874750801206.4,161594226238716.78,32394.75087836256,-7.946965239244841
323,"Korea, Rep.",2023,1.595605728,1712790000000.0,31.59416497,2.064073962,51712619.0,58.42226999,198.0337693,15.72427913,87.93967919,2732937534861.12,54114169818966.305,100065079816172.1,339190259719347.0,26932388051072.7,150622203119840.12,33121.316095013484,2.322094245842088
324,"Korea, Rep.",2024,,,,,51751065.0,,,,,,,,,,,,0.0
325,Luxembourg,2000,0.596866957,21230182989.0,16.65467895,4.6084735,436300.0,71.94224126,5.757934355,25.4725969,272.4123268,12671594717.197596,353581881731.5464,1527346946588.586,122241999995.29968,540787893392.0341,5783363546423.27,48659.59887462755,-98.76049118753613
326,Luxembourg,2001,0.560287361,21387533703.0,16.31385305,0.790073816,441525.0,72.84241145,2.014958835,24.98489419,270.7656304,11983164816.752428,348913081932.6643,1557919529894.6682,43094999993.720116,534365266554.51385,5791009045794.042,48440.14201460846,0.7411651330632818
327,Luxembourg,2002,0.690661512,23649833332.0,16.10805189,1.464410212,446175.0,72.8571769,1.299332624,24.78170287,250.6891982,16334029647.62712,380952742501.7076,1723060090725.0403,30729000000.430225,586083142558.6461,5928757755562.714,53005.73392054687,10.577655471713744
328,Luxembourg,2003,0.464237876,29667268248.0,16.2313624,2.185976551,451630.0,72.80902138,0.953946948,24.63009613,244.9779461,13772669598.173761,481540182351.301,2160044768154.8274,28301000000.676907,730707668862.7366,7267826441792.785,65689.32145340212,25.443878743356542
329,Luxembourg,2004,0.535432005,35064843793.0,15.43934602,3.117328593,458095.0,72.90017339,1.130733684,24.04257319,265.2268849,18774839617.097794,541378256457.3763,2556233192402.9653,39649000000.94342,843049073289.1196,9300139288722.49,76544.9170870671,18.193705938408655
330,Luxembourg,2005,0.356500941,37672280120.0,14.46612736,4.817326967,465158.0,73.99228678,0.601768726,25.33555545,284.0774769,13430203312.395594,544972002157.51605,2787458154295.5327,22670000013.327526,954448141908.1927,10701846285559.63,80988.1376220553,7.436041473313293
331,Luxembourg,2006,0.311756722,42910146296.0,13.52057912,6.454674861,472637.0,75.95211652,0.560170544,23.9298412,305.8795475,13377526549.7814,580170028045.843,3259116431364.0386,24036999993.749905,1026832986732.0481,13125336132179.281,90788.80048747771,13.903767330555738
332,Luxembourg,2007,0.363222869,51587401416.0,14.47596844,1.892480895,479993.0,74.5781636,0.473003085,24.38034549,307.4850201,18737723946.574184,746777594799.6273,3847293662501.3193,24401000016.901367,1257718669453.3953,15862353161305.527,107475.32029842102,20.22191921729448
333,Luxembourg,2008,0.307778949,58844277702.0,12.80514739,6.609964796,488650.0,76.86135706,3.043048653,23.55571077,292.2134808,18111029945.785698,753509649032.2006,4522851039391.219,179065999997.82904,1386118786017.8723,17195091212463.246,120422.1379351274,14.067148347870173
334,Luxembourg,2009,0.233334869,54467289898.0,11.00660492,0.870687971,497783.0,78.68628518,0.515685654,23.83910852,263.5327015,12709117953.134853,599499940970.3931,4285828705895.761,28088000012.657722,1298451634668.7217,14353912050203.598,109419.746953994,-7.438255638323921
335,Luxembourg,2010,0.268412058,56213985987.0,10.99797265,4.648417504,506953.0,78.90693084,0.316326973,23.81784044,293.6718769,15088511667.153831,618239880432.5093,4435673104516.938,17782000027.532127,1338895748734.762,16508466772832.588,110885.99137789894,3.206871669714073
336,Luxembourg,2011,0.25111529,61696281326.0,10.70843828,3.449461824,518347.0,78.8372958,0.19892609,23.98704785,308.7144539,15492879577.100075,660670820684.9875,4863967980657.879,12273000011.721195,1479911652333.8235,19046533797216.86,119025.05720299337,9.75254688444942
337,Luxembourg,2012,0.2879515,59776383527.0,10.42671879,3.265977219,530946.0,78.87495439,0.192300024,24.42782715,311.7868352,17212699301.174942,623271541319.2174,4714859524291.272,11494999986.875305,1460207164449.6633,18637489439584.742,112584.67627027984,-3.111853352806404
338,Luxembourg,2013,0.261907197,65203276467.0,10.44294198,2.276025089,543360.0,78.95779708,0.183334345,24.55226696,320.5335063,17077207374.688032,680914033050.7804,5148307072232.525,11953999982.93136,1600888250484.4697,20899834828215.785,120000.14072990282,9.07865718833385
339,Luxembourg,2014,0.289550439,68804811898.0,10.81088063,2.796701424,556319.0,78.20987462,0.160526563,24.74515711,333.4288532,19922463490.378323,743840608198.8817,5381215711795.264,11044999971.847446,1702585880340.0073,22941509525791.855,123678.70214391383,5.523549775635539
340,Luxembourg,2015,0.223732629,60071584216.0,11.53962343,2.219180908,569604.0,79.73127446,0.159726102,23.32185937,351.1319744,13439973464.840584,693203460696.1719,4789583968372.899,9594999987.786407,1400981039218.6636,21093053971099.957,105462.01258418128,-12.692757150396128
341,Luxembourg,2016,0.214197008,62216885436.0,12.09593256,-1.107616623,582014.0,79.11133861,0.11319308,23.76750967,348.4374094,13326670707.469975,752571250327.1022,4922061090986.974,7042520890.507983,1478740426237.412,21678690382256.43,106899.2935496397,3.5712412915333225
342,Luxembourg,2017,0.23457255,65712180343.0,10.81833686,2.142904527,596336.0,80.0810053,0.142352663,24.51814705,353.793992,15414273709.117384,710896502755.6444,5262297462322.339,9354303863.362303,1611140900625.7935,23248574606573.9,110193.21379725524,5.617920091155115
343,Luxembourg,2018,0.233738394,71085623495.0,10.97207843,1.839588066,607950.0,79.39063481,0.111794757,26.88545413,361.8654452,16615439472.209967,779957036232.5907,5643532775132.7,7947000004.817016,1911169269777.2727,25723430793337.754,116926.75959371659,8.177240694117982
344,Luxembourg,2019,0.214828063,69872035114.0,11.60046386,0.916370422,620001.0,78.70004388,0.069698843,26.88848343,382.6607806,15010473961.408606,810548018164.6079,5498932229456.7,4870000005.501173,1878753058383.1672,26737287498833.85,112696.64906024345,-1.707220562094891
345,Luxembourg,2020,0.200416312,73670782100.0,11.34277534,3.869063269,630419.0,79.30022308,0.065032566,25.68642319,375.5813964,14764826450.637617,835631130482.3933,5842109455008.07,4790999999.189869,1892338885758.877,27669375214998.125,116860.02817173974,5.4367201124200015
346,Luxembourg,2021,0.194861687,86386759695.0,10.5920031,5.902129725,640064.0,79.95044709,0.073020449,26.00242918,397.5061809,16833469728.631306,915008826488.395,6906660060271.642,6307999980.584003,2246265601058.916,34339270926685.5,134965.8154418933,17.260543776689463
347,Luxembourg,2022,0.242167478,80801680397.0,9.113799153,6.217521673,653103.0,81.12916135,0.058315619,26.68297034,412.1771699,19567539159.903526,736410286363.1554,6555372566279.346,4712000008.591221,2156028841455.3105,33304607949199.77,123719.65891597497,-6.465202905768042
348,Luxembourg,2023,0.212423662,87574021092.0,10.1675119,6.290055055,666430.0,80.97587859,0.048016523,27.21940444,404.4583349,18602794256.42788,890409901583.7609,7091383299583.891,4204999997.966503,2383712698540.239,35420042751367.8,131407.68136488454,8.38143546238852
349,Luxembourg,2024,0.173025567,93197329012.0,9.009758636,5.226355067,677717.0,81.87225551,0.041975452,,398.227931,16125520695.18685,839685439918.0004,7630275533720.0,3912000010.4714136,,37113779507175.04,137516.58732479782,6.421205569734534
350,Mexico,2000,3.159265135,742061000000.0,34.38680033,10.69796455,98625552.0,58.02238673,6.023803991,9.132295413,49.91040919,2344367445343.235,25517103439680.13,43056150319250.53,4470030013365.451,6776720266466.192,37036568153940.59,7524.023794563907,696.2256084661535
351,Mexico,2001,3.225490352,796065000000.0,33.30840376,6.473009149,100099099.0,58.74315275,6.668883484,,44.74010901,2567699977064.88,26515654439204.4,46763367893928.75,5308864730690.46,,35616034879045.65,7952.768885562097,7.277568825204406
352,Mexico,2002,3.110361726,810666000000.0,32.86450049,5.502324114,101548624.0,59.12388925,3.13773815,,45.20982926,2521464498969.5156,26642133154226.34,47929726802740.5,2543657635107.9,,36650071446887.16,7983.032837549822,1.834146709125517
353,Mexico,2003,3.207355406,765550000000.0,31.50066168,4.279667261,102978515.0,60.53120302,3.015126506,,48.70041687,2455390931063.3,24115331549124.0,46339662471961.0,2308230096668.3003,,37282604134828.5,7434.074962141375,-5.565300629359071
354,Mexico,2004,3.185946986,819459000000.0,33.00628682,8.117443128,104394131.0,59.58693093,5.397632795,,52.04062003,2610752931200.5737,27047298791230.38,48829046832966.87,4423138772557.905,,42645154449163.77,7849.665418451541,7.041865325582908
